"Points:0","Points:1","Points:2","T","U:0","U:1","U:2","Umag","alphat","epsilon","k","nut","p","p_rgh","rho"
90.447,-25.388,20,300,0.66778,0.3504,0.28236,1.0752,0.45362,0.23506,0.89887,0.31476,1.0131e+05,-10.788,1.225
88.911,-25.579,20,300,0.61822,0.62821,0.27355,1.0737,0.56807,0.15174,0.80197,0.39417,1.0131e+05,-10.722,1.225
88.895,-26.965,20,300,0.6778,0.85069,0.095388,1.1199,0.69437,0.089715,0.7011,0.48181,1.0131e+05,-11.192,1.225
92.312,-25.472,20,300,0.62278,-0.14479,0.54797,1.2693,0.38613,0.38189,1.0825,0.26793,1.0131e+05,-10.717,1.225
88.712,-28.381,20,300,0.66017,1.0769,0.10064,1.2793,0.69077,0.084455,0.67295,0.47931,1.0131e+05,-11.401,1.225
101.27,-28.558,20,300,1.4899,-4.343,1.1367,4.7505,0.40428,0.36355,1.0758,0.28052,1.0131e+05,-10.682,1.225
145.45,-32.454,20,300,-2.923,0.28536,-0.20026,2.9478,0.32076,0.020261,0.23036,0.22257,1.013e+05,-21.487,1.225
145.41,-33.605,20,300,-2.7776,0.21877,0.043655,2.7904,0.25651,0.024858,0.22632,0.17798,1.013e+05,-20.97,1.225
167.05,-32.793,20,300,-0.99164,-0.061477,-0.63043,1.2097,0.39973,0.052979,0.41575,0.27736,1.0131e+05,-18.587,1.225
136.98,-14.773,20,300,-0.47023,2.5096,-0.51499,2.6166,0.4546,0.019456,0.26827,0.31543,1.013e+05,-26.153,1.225
135.58,-14.813,20,300,-0.31587,2.5081,-0.85455,2.6773,0.37743,0.027633,0.28824,0.26189,1.013e+05,-25.499,1.225
182.89,-2.7674,20,300,-1.2715,-0.34329,-0.48098,1.4059,0.24749,0.010461,0.14527,0.17173,1.0131e+05,-19.779,1.225
201.3,-15.452,20,300,1.1765,0.76901,0.24545,1.4416,0.15489,0.020516,0.16042,0.10747,1.0131e+05,-16.489,1.225
92.047,9.3033,20,300,6.3704,-4.3131,-1.1944,7.798,0.29801,0.17879,0.65171,0.20678,1.0133e+05,5.558,1.225
92.342,8.1236,20,300,6.3835,-4.1108,-1.1558,7.6861,0.3864,0.16163,0.7116,0.26811,1.0133e+05,3.2328,1.225
92.402,6.787,20,300,6.1427,-3.7269,-1.0133,7.2606,0.49944,0.17174,0.83703,0.34655,1.0133e+05,1.6807,1.225
176.97,14.888,20,300,-1.091,0.93571,1.5578,2.1715,0.25552,0.063901,0.36362,0.1773,1.013e+05,-21.106,1.225
178.45,14.895,20,300,-1.0317,0.10942,1.567,1.9564,0.2905,0.054268,0.35884,0.20157,1.013e+05,-20.287,1.225
179.98,14.913,20,300,-0.90325,-0.7625,1.5609,2.0223,0.29936,0.049488,0.34855,0.20772,1.0131e+05,-19.08,1.225
183.04,20.129,20,300,0.21511,-2.1461,0.98961,2.3787,0.45087,0.015511,0.23367,0.31285,1.0131e+05,-15.034,1.225
182.89,13.008,20,300,-0.89246,-1.0164,1.2797,1.909,0.23584,0.056339,0.32698,0.16364,1.0131e+05,-15.26,1.225
57.964,21.681,20,300,9.036,-3.7743,-0.89892,9.86,0.090021,0.09065,0.25558,0.062464,1.0132e+05,-8.0324,1.225
73.352,36.7,20,300,-0.49145,-2.2611,0.93597,2.5243,0.40336,0.17631,0.7435,0.27988,1.0131e+05,-19.634,1.225
71.79,36.714,20,300,-1.2914,-1.4951,0.93775,2.442,0.31724,0.26976,0.82721,0.22012,1.013e+05,-21.649,1.225
70.367,36.174,20,300,-1.706,0.091685,0.24041,2.0214,0.41968,0.51878,1.3222,0.29121,1.013e+05,-22.892,1.225
92.615,22.856,20,300,-0.18943,-2.2647,2.1065,3.4408,0.55461,1.1686,2.302,0.38483,1.0132e+05,-2.7777,1.225
92.683,24.233,20,300,0.54345,-1.6349,1.5568,2.8729,0.63482,1.227,2.5203,0.44049,1.0132e+05,-4.4791,1.225
92.558,25.646,20,300,1.428,-1.039,1.1182,2.655,0.68888,1.1924,2.5803,0.478,1.0132e+05,-4.3468,1.225
92.476,27.061,20,300,2.8426,-0.6568,1.4358,3.53,0.63698,1.0187,2.2886,0.44198,1.0132e+05,-1.9155,1.225
92.614,31.291,20,300,5.4729,0.46329,4.6066,7.3276,0.22379,0.43227,0.86185,0.15528,1.0133e+05,2.2714,1.225
92.512,29.883,20,300,5.1142,-0.093372,3.5051,6.2995,0.34233,0.53823,1.203,0.23754,1.0133e+05,2.584,1.225
92.461,28.47,20,300,4.2127,-0.42213,2.3774,4.9696,0.50231,0.76181,1.7518,0.34854,1.0133e+05,1.2084,1.225
142.16,42.186,20,300,-2.6337,-1.0686,0.52637,2.9104,0.3145,0.075688,0.43572,0.21822,1.013e+05,-21.059,1.225
157.81,42.194,20,300,-2.0581,-1.7773,-1.4374,3.1159,0.54967,0.14551,0.77661,0.3814,1.013e+05,-21.11,1.225
160.77,39.364,20,300,-1.0813,-1.932,-1.6932,2.8208,0.41806,0.096972,0.56817,0.29008,1.0131e+05,-18.274,1.225
56.98,47.423,20,300,0.91195,0.2937,1.8391,2.0927,0.11402,0.025108,0.15324,0.079118,1.0139e+05,64.052,1.225
55.193,53.004,20,300,1.1653,2.6004,1.7721,3.4463,0.090024,0.051883,0.19238,0.062465,1.0138e+05,59.195,1.225
54.716,54.164,20,300,1.6035,3.3148,1.7472,4.167,0.091744,0.051307,0.19353,0.063659,1.0138e+05,55.399,1.225
55.168,51.63,20,300,1.2708,1.8832,1.8101,2.9888,0.094253,0.041501,0.17379,0.0654,1.0139e+05,61.615,1.225
55.146,50.228,20,300,1.535,1.2624,1.8486,2.7408,0.10117,0.028351,0.15295,0.070201,1.0139e+05,62.396,1.225
54.478,55.556,20,300,2.0833,4.1356,1.7139,5.028,0.092378,0.058458,0.20526,0.064099,1.0138e+05,50.424,1.225
54.705,56.954,20,300,2.2426,5.1705,1.6708,6.033,0.082067,0.087929,0.23048,0.056944,1.0137e+05,43.641,1.225
55.184,58.121,20,300,2.9528,6.2302,1.6245,7.2587,0.071662,0.099819,0.23461,0.049725,1.0136e+05,33.467,1.225
61.063,62.021,20,300,3.4346,1.7957,2.3973,5.0506,0.17795,0.88253,1.1198,0.12347,1.0132e+05,-9.8854,1.225
59.541,61.815,20,300,5.4196,4.1089,2.0584,7.2454,0.093911,0.62518,0.68892,0.065163,1.0131e+05,-10.053,1.225
57.977,61.366,20,300,6.5793,5.9977,1.725,9.0999,0.062456,0.30181,0.36934,0.043337,1.0132e+05,-5.204,1.225
89.039,47.207,20,300,0.48011,1.434,1.1759,2.1984,0.33582,0.36634,1.0007,0.23302,1.0131e+05,-19.41,1.225
93.906,49.742,20,300,-3.9004,2.8809,3.1827,5.8547,0.26753,0.27557,0.75654,0.18563,1.0131e+05,-18.455,1.225
95.386,49.847,20,300,-4.0327,3.4498,2.672,5.945,0.4535,0.31588,1.075,0.31468,1.0131e+05,-19.732,1.225
160.78,50.024,20,300,-1.6081,-0.33995,-3.3698,3.8435,0.41523,0.27231,0.95493,0.28812,1.0131e+05,-18.127,1.225
39.284,-46.907,20,300,-2.5339,-1.3295,0.86427,3.0407,0.91494,0.46679,1.8398,0.63486,1.0129e+05,-34.77,1.225
39.215,-28.35,20,300,1.1854,1.1174,0.67919,1.8223,0.5729,0.65062,1.6437,0.39752,1.0131e+05,-16.498,1.225
74.505,-36.644,20,300,-0.09896,0.74175,-0.097085,0.77861,1.2697,0.069937,0.85332,0.881,1.0131e+05,-10.283,1.225
117.23,-23.368,20,300,-1.8042,0.40331,0.48095,1.915,0.22965,0.028483,0.22344,0.15935,1.0131e+05,-17.055,1.225
132.8,-22.416,20,300,-1.8138,0.8944,-0.40101,2.0743,0.35637,0.020464,0.24331,0.24728,1.0131e+05,-19.361,1.225
32.808,-5.0154,20,300,9.8276,-0.89342,2.5519,10.194,0.081291,0.055108,0.1858,0.056406,1.0132e+05,-0.83718,1.225
42.334,-6.3786,20,300,10.232,-2.7974,2.8036,10.973,0.092146,0.043724,0.17115,0.063938,1.0131e+05,-11.651,1.225
67.176,-6.385,20,300,8.6793,1.7473,1.6141,9.0056,0.11957,0.25556,0.49402,0.082968,1.0132e+05,-7.3425,1.225
107.97,-20.025,20,300,0.97992,-6.3998,0.356,6.4963,0.53479,0.1679,0.85232,0.37108,1.0132e+05,-2.6822,1.225
107.94,-18.721,20,300,0.82774,-6.0504,0.25328,6.1214,0.56775,0.17984,0.91024,0.39395,1.0133e+05,0.50661,1.225
107.75,-17.406,20,300,0.69805,-5.72,0.14398,5.7717,0.60419,0.19127,0.97047,0.41923,1.0133e+05,2.8701,1.225
111.4,-4.1024,20,300,0.44283,-2.3267,-6.4183,6.8445,0.20671,0.08822,0.38568,0.14343,1.0135e+05,22.242,1.225
111.4,-5.2765,20,300,0.27099,-2.4279,-6.2564,6.7238,0.22472,0.093166,0.41355,0.15593,1.0135e+05,21.993,1.225
111.33,-6.485,20,300,-0.00044103,-2.5976,-6.2298,6.7713,0.22579,0.10588,0.44098,0.15667,1.0135e+05,21.282,1.225
103.69,14.639,20,300,1.3745,2.4718,4.1633,5.4264,0.54791,1.7352,2.7616,0.38018,1.0128e+05,-43.324,1.225
105,14.802,20,300,2.1599,4.0846,1.9575,5.3169,0.53483,1.1337,2.217,0.37111,1.0128e+05,-47.179,1.225
173.16,6.7752,20,300,-0.077402,1.3225,0.98584,1.6871,0.56949,0.068656,0.56525,0.39516,1.013e+05,-26.26,1.225
85.989,39.304,20,300,1.0111,2.592,1.8686,3.3932,0.60858,0.35016,1.2615,0.42228,1.0131e+05,-16.918,1.225
115.53,22.948,20,300,1.1865,0.33315,-6.6522,6.7842,0.30357,0.33103,0.89908,0.21064,1.0131e+05,-19.226,1.225
105.42,36.726,20,300,-1.6393,4.2616,2.9671,5.4526,0.67361,0.48246,1.6276,0.4674,1.013e+05,-22.143,1.225
160.34,28.312,20,300,-0.029078,-2.8619,3.9222,4.8633,0.42644,0.12546,0.65208,0.2959,1.013e+05,-21.169,1.225
161.81,28.254,20,300,0.21923,-2.7744,4.1827,5.0324,0.4363,0.12088,0.64783,0.30274,1.013e+05,-20.456,1.225
163.18,28.101,20,300,0.43187,-2.5011,4.5305,5.2032,0.41608,0.11357,0.6174,0.28871,1.013e+05,-20.51,1.225
206.52,54.079,20,300,-1.4931,-1.5568,-0.70606,2.2795,1.5893,0.027451,0.58167,1.1028,1.0131e+05,-15.561,1.225
213.08,48.695,20,300,-1.2416,-0.9726,-0.42708,1.6642,1.9714,0.017405,0.53016,1.3679,1.0131e+05,-16.851,1.225
212.75,54.1,20,300,-1.4235,-1.1842,-0.55663,1.9526,1.7865,0.017428,0.49901,1.2396,1.0131e+05,-16.11,1.225
218.99,54.107,20,300,-1.2952,-0.73349,-0.407,1.5858,1.9417,0.015076,0.49021,1.3473,1.0131e+05,-16.826,1.225
212.46,59.434,20,300,-1.5754,-1.3391,-0.61265,2.1688,1.4944,0.022725,0.50575,1.0369,1.0131e+05,-15.275,1.225
4.0394,-19.562,20,300,5.0607,-1.8247,0.7832,5.4558,0.18215,0.016227,0.14309,0.12639,1.0137e+05,49.608,1.225
4.1558,-20.867,20,300,5.624,-1.6949,0.8054,5.9334,0.21694,0.0076682,0.10934,0.15053,1.0137e+05,45.791,1.225
1.0147,-17.809,20,300,4.9988,-0.46699,0.73712,5.0801,0.25745,0.0045258,0.095094,0.17864,1.0138e+05,51.837,1.225
2.5491,-17.924,20,300,4.5648,-0.88863,0.74992,4.7221,0.20413,0.012789,0.13378,0.14164,1.0138e+05,54.174,1.225
4.0551,-18.124,20,300,4.1532,-1.6311,0.76022,4.5605,0.15168,0.031974,0.18894,0.10525,1.0138e+05,55.076,1.225
55.17,44.514,20,300,1.7174,-0.60681,1.9157,2.6775,0.10243,0.026589,0.14888,0.071072,1.0139e+05,62.651,1.225
70.47,-45.285,20,300,-1.3289,-0.02592,-0.10875,1.3426,1.3024,0.068125,0.85221,0.90368,1.0131e+05,-12.642,1.225
17.514,-49.516,20,300,6.2554,-7.4805,0.63943,9.8055,0.10601,0.078129,0.25336,0.073558,1.0134e+05,10.4,1.225
38.989,14.918,20,300,8.6918,0.84779,4.6998,9.9317,0.065651,0.33356,0.41258,0.045554,1.0131e+05,-18.509,1.225
57.893,17.622,20,300,4.4927,-1.3364,-1.053,4.825,0.53326,0.79533,1.8659,0.37002,1.0131e+05,-13.626,1.225
57.926,18.977,20,300,6.6722,-2.1588,-1.2268,7.1426,0.29539,0.45213,1.0467,0.20497,1.0131e+05,-11.886,1.225
57.951,20.325,20,300,8.162,-3.1042,-1.2936,8.8466,0.14102,0.1995,0.47926,0.097851,1.0132e+05,-9.9452,1.225
92.446,49.688,20,300,-3.381,1.3753,3.7828,5.3924,0.20063,0.32671,0.71892,0.13921,1.0131e+05,-17.718,1.225
16.301,-41.914,20,300,1.9732,-3.4718,0.7582,4.0926,0.11746,0.051087,0.22023,0.081501,1.0138e+05,56.951,1.225
136.64,-36.264,20,300,-1.2115,1.9789,-2.6265,3.5731,0.28955,0.20961,0.70145,0.20091,1.013e+05,-21.14,1.225
45.809,-9.4265,20,300,6.2186,-1.4888,2.5534,6.9121,0.097787,0.38375,0.55151,0.067853,1.0132e+05,-4.0128,1.225
12.583,27.115,20,300,8.4496,0.9438,1.0423,8.5679,0.33311,0.00021661,0.023751,0.23114,1.0135e+05,20.916,1.225
6.3399,32.526,20,300,8.6204,0.90828,0.75704,8.7023,0.34663,0.00015755,0.020761,0.24052,1.0134e+05,19.52,1.225
12.601,32.511,20,300,8.4812,0.95167,0.94207,8.5881,0.33928,0.00019358,0.022703,0.23542,1.0135e+05,20.729,1.225
18.868,32.488,20,300,8.3087,0.99286,1.189,8.4553,0.32424,0.00027107,0.025867,0.22498,1.0135e+05,22.051,1.225
12.616,37.918,20,300,8.4976,0.95261,0.85049,8.5946,0.34376,0.00017809,0.021957,0.23853,1.0135e+05,20.439,1.225
194.18,32.509,20,300,-0.65449,-1.6656,0.19834,1.8428,1.6476,0.017371,0.48231,1.1432,1.0131e+05,-16.183,1.225
31.397,54.188,20,300,7.8038,1.3758,1.0783,8.0017,0.3138,0.00034385,0.028962,0.21774,1.0135e+05,26.179,1.225
68.885,76.412,20,300,9.5705,3.2008,1.1102,10.16,0.11099,0.013202,0.083087,0.077012,1.0132e+05,-1.3101,1.225
62.478,81.997,20,300,9.558,2.771,0.91548,9.9979,0.22951,0.0011224,0.04375,0.15925,1.0133e+05,4.3638,1.225
112.21,70.065,20,300,0.95969,0.086117,-0.97833,2.2096,1.0163,0.12954,1.0158,0.70521,1.0131e+05,-14.093,1.225
106.06,75.562,20,300,2.8178,-0.049801,1.7458,3.5627,0.82953,0.1184,0.88119,0.57559,1.0131e+05,-14.077,1.225
112.28,75.522,20,300,2.1885,-0.24023,0.52215,2.7879,0.91523,0.13969,1.0157,0.63505,1.0131e+05,-13.076,1.225
124.71,76.292,20,300,3.0697,-0.11139,-0.91773,3.3885,0.92886,0.12114,0.95797,0.64452,1.0131e+05,-14.242,1.225
118.54,75.49,20,300,2.4018,-0.039256,-0.67523,2.8808,0.95433,0.14368,1.0592,0.66219,1.0131e+05,-12.669,1.225
112.34,80.979,20,300,5.2596,0.63528,1.4199,5.5787,0.63427,0.12261,0.7976,0.4401,1.0131e+05,-11.708,1.225
137.38,69.997,20,300,2.081,-1.1827,0.40038,2.6876,0.893,0.077524,0.75193,0.61963,1.0131e+05,-16.154,1.225
131.15,76.059,20,300,3.3154,-0.41182,-0.61002,3.5012,0.9132,0.098172,0.85538,0.63365,1.0131e+05,-15.277,1.225
137.39,75.457,20,300,3.0456,-0.73953,-0.012313,3.2232,0.98205,0.094271,0.86983,0.68142,1.0131e+05,-14.27,1.225
149.95,75.459,20,300,1.008,-1.0093,0.82307,2.2075,0.94353,0.11612,0.93573,0.65469,1.0131e+05,-11.484,1.225
143.67,75.458,20,300,2.2673,-0.92307,0.51448,2.7434,1.0181,0.10976,0.95076,0.70643,1.0131e+05,-12.458,1.225
137.41,80.919,20,300,3.9933,-0.38764,0.37047,4.1088,0.95321,0.1262,0.98378,0.66141,1.0131e+05,-13.148,1.225
162.49,69.993,20,300,-1.1163,-0.80794,1.2891,1.9591,1.3071,0.033046,0.57553,0.90699,1.0131e+05,-13.396,1.225
156.22,75.457,20,300,-0.2033,-1.0637,1.0354,1.9427,0.94815,0.091177,0.80542,0.6579,1.0131e+05,-11.672,1.225
162.5,75.455,20,300,-0.80753,-1.0371,1.1499,1.934,1.1223,0.063306,0.71582,0.77875,1.0131e+05,-12.396,1.225
175.15,76.26,20,300,-0.89631,-0.72702,0.94281,1.6139,1.77,0.048984,0.82403,1.2282,1.0131e+05,-14.495,1.225
168.69,76.197,20,300,-0.93918,-0.90844,1.1232,1.8448,1.4304,0.05284,0.74649,0.99249,1.0131e+05,-13.318,1.225
162.5,80.919,20,300,-0.0065352,-0.88534,0.92896,1.9108,0.98029,0.13671,1.011,0.6802,1.0131e+05,-11.592,1.225
187.6,70.077,20,300,-0.062992,-0.28495,-0.19326,0.87964,2.041,0.043882,0.87628,1.4162,1.0131e+05,-16.172,1.225
181.32,75.497,20,300,-0.7337,-0.53865,0.6019,1.2748,1.9837,0.04948,0.89904,1.3764,1.0131e+05,-15.636,1.225
187.57,75.531,20,300,-0.56145,-0.32326,0.15269,0.98734,2.0491,0.052068,0.94928,1.4219,1.0131e+05,-16.292,1.225
193.81,75.572,20,300,-0.46204,-0.10849,-0.34553,0.992,2.0295,0.056822,0.98558,1.4082,1.0131e+05,-16.117,1.225
187.55,80.987,20,300,-1.1699,-0.5108,0.5001,1.5261,1.8836,0.075143,1.0537,1.307,1.0131e+05,-16.086,1.225
133.58,2.658,20,300,0.11042,1.3415,0.13836,1.3586,0.048221,0.028845,0.1046,0.033459,1.013e+05,-27.172,1.225
133.12,2.658,20,300,0.038586,0.91079,0.33717,1.003,0.024524,0.02743,0.072623,0.017017,1.013e+05,-27.161,1.225
132.74,2.658,20,300,0,0,0,0,0.0013223,0.022717,0.046713,0.00091754,1.013e+05,-27.161,1.225
125,-20.56,20,300,-1.7328,-0.066472,0.30614,1.7683,0.13914,0.037734,0.20205,0.096548,1.0131e+05,-18.551,1.225
125,-20.074,20,300,-1.4842,-0.034407,0.47866,1.5754,0.05586,0.060698,0.14145,0.03876,1.0131e+05,-18.539,1.225
125,-19.668,20,300,0,0,0,0,0.0020072,0.078013,0.097374,0.0013927,1.0131e+05,-18.529,1.225
72.659,44.691,20,300,0.22052,-3.7917,1.0601,3.9483,0.20009,0.10794,0.40887,0.13884,1.013e+05,-20.649,1.225
72.172,44.691,20,300,0.10788,-3.7603,1.1217,3.9301,0.072938,0.14911,0.27119,0.05061,1.013e+05,-20.633,1.225
71.767,44.691,20,300,0,0,0,0,0.0028813,0.1853,0.2153,0.0019992,1.013e+05,-20.647,1.225
164.03,-52.063,20,300,-1.1155,0.14492,1.0922,1.577,0.33684,0.18621,0.70908,0.23373,1.013e+05,-22.947,1.225
164.03,-51.589,20,300,-1.4571,0.078757,1.0173,1.7856,0.13841,0.27248,0.46216,0.096039,1.013e+05,-22.894,1.225
164.03,-51.194,20,300,0,0,0,0,0.0032482,0.35404,0.30488,0.0022538,1.013e+05,-22.859,1.225
138.92,-43.321,20,300,0.13267,2.1811,-4.1629,4.7134,0.21109,0.66799,1.0744,0.14647,1.0131e+05,-18.962,1.225
139.41,-43.321,20,300,0.082341,2.4475,-5.4893,6.0149,0.11367,0.60296,0.71842,0.078872,1.0131e+05,-18.876,1.225
139.82,-43.321,20,300,0,0,0,0,0.0042072,0.59367,0.49395,0.0029193,1.0131e+05,-18.833,1.225
187.5,-31.996,20,300,-0.66743,0.052614,1.0329,1.2329,0.19746,0.015563,0.15369,0.13701,1.0131e+05,-19.495,1.225
187.5,-31.509,20,300,-0.70361,0.026778,1.0565,1.2718,0.073625,0.029813,0.10906,0.051087,1.0131e+05,-19.464,1.225
187.5,-31.102,20,300,0,0,0,0,0.0018533,0.041716,0.080884,0.001286,1.0131e+05,-19.45,1.225
171.88,55.89,20,300,-1.6309,-0.021691,0.86472,1.847,0.20876,0.042912,0.26639,0.14485,1.0131e+05,-14.421,1.225
171.88,55.405,20,300,-1.4203,-0.020281,0.90716,1.6882,0.08179,0.059232,0.17044,0.056753,1.0131e+05,-14.426,1.225
171.88,55,20,300,0,0,0,0,0.0021276,0.073473,0.1112,0.0014763,1.0131e+05,-14.424,1.225
35.928,-20.569,20,300,11.845,0.44537,0.93948,11.893,0.054399,0.1466,0.23996,0.037746,1.013e+05,-25.156,1.225
35.915,-20.259,20,300,11.231,0.28227,0.85847,11.269,0.034651,0.57069,0.36029,0.024044,1.013e+05,-26.338,1.225
35.904,-20,20,300,0,0,0,0,0.0026659,0.92339,0.44121,0.0018498,1.013e+05,-26.901,1.225
34.352,-20.57,20,300,11.634,0.18825,0.93833,11.674,0.057229,0.15133,0.25014,0.03971,1.013e+05,-21.618,1.225
34.351,-20.259,20,300,10.95,0.079924,0.85183,10.984,0.035912,0.54729,0.36019,0.024918,1.013e+05,-21.834,1.225
34.35,-20,20,300,0,0,0,0,0.0026666,0.8691,0.42818,0.0018503,1.013e+05,-21.912,1.225
193.74,-17.317,20,300,2.6464,0.21094,0.83862,2.7899,0.11359,0.058106,0.22885,0.078815,1.0131e+05,-18.02,1.225
193.74,-17.804,20,300,2.6521,0.10021,1.0112,2.8428,0.049084,0.071834,0.15972,0.034058,1.0131e+05,-18.003,1.225
193.74,-18.209,20,300,0,0,0,0,0.0023111,0.085515,0.13267,0.0016036,1.0131e+05,-18.002,1.225
187.5,-17.315,20,300,2.5651,0.19136,0.31127,2.6309,0.17215,0.14043,0.43995,0.11945,1.0131e+05,-18.318,1.225
187.5,-17.803,20,300,2.6626,0.096324,0.83397,2.8184,0.079873,0.17295,0.3079,0.055422,1.0131e+05,-18.277,1.225
187.5,-18.209,20,300,0,0,0,0,0.0029156,0.19838,0.21894,0.0020231,1.0131e+05,-18.268,1.225
134.57,36.586,20,300,-0.22435,-2.1841,0.59579,2.2889,0.11313,0.049839,0.21218,0.078497,1.0131e+05,-19.079,1.225
134.26,36.587,20,300,-0.1061,-2.3358,0.45498,2.3964,0.051011,0.078167,0.15147,0.035395,1.0131e+05,-18.988,1.225
134,36.588,20,300,0,0,0,0,0.0015463,0.10478,0.11077,0.001073,1.0131e+05,-18.96,1.225
37.068,-37.915,20,300,-0.38314,1.5436,1.4848,2.188,0.60062,0.31452,1.2098,0.41676,1.0131e+05,-17.97,1.225
36.581,-37.915,20,300,-0.21738,1.5598,1.4822,2.1736,0.22569,0.59844,0.83608,0.1566,1.0131e+05,-17.667,1.225
36.175,-37.915,20,300,0,0,0,0,0.0045665,0.8387,0.58565,0.0031686,1.0131e+05,-17.502,1.225
17.195,-20.741,20,300,8.413,0.40992,0.95573,8.4778,0.088116,0.25767,0.42132,0.061141,1.0134e+05,16.655,1.225
17.195,-20.337,20,300,7.5018,-0.042525,0.90049,7.5741,0.058295,0.42091,0.42382,0.04045,1.0134e+05,16.45,1.225
17.195,-20,20,300,0,0,0,0,0.0029827,0.48153,0.34127,0.0020696,1.0134e+05,16.19,1.225
32.794,-20.604,20,300,11.419,0.13489,0.94417,11.459,0.059013,0.15352,0.25553,0.040948,1.0131e+05,-19.521,1.225
32.794,-20.275,20,300,10.686,0.047139,0.85374,10.72,0.036574,0.52471,0.35791,0.025378,1.0131e+05,-19.599,1.225
32.794,-20,20,300,0,0,0,0,0.0026844,0.82071,0.41812,0.0018626,1.0131e+05,-19.628,1.225
72.646,52.803,20,300,-0.1045,-3.4655,0.87206,3.5769,0.32766,0.20677,0.72389,0.22736,1.0131e+05,-17.628,1.225
72.167,52.803,20,300,-0.025831,-3.6578,0.93458,3.7771,0.12628,0.33974,0.5062,0.087626,1.0131e+05,-17.549,1.225
71.767,52.803,20,300,0,0,0,0,0.0036359,0.44742,0.37446,0.0025228,1.0131e+05,-17.538,1.225
68.725,58.781,20,300,-3.8039,0.073356,2.2947,4.4448,0.13927,0.30861,0.56725,0.096634,1.0131e+05,-17.441,1.225
68.725,58.396,20,300,-3.5541,0.11893,1.9984,4.0816,0.068133,0.4872,0.47622,0.047276,1.0131e+05,-17.229,1.225
68.725,58.075,20,300,0,0,0,0,0.003203,0.61508,0.40014,0.0022225,1.0131e+05,-17.223,1.225
201.87,8.131,20,300,0.030525,0.60195,-0.077073,0.61128,0.14022,0.044854,0.22256,0.097293,1.0131e+05,-16.521,1.225
201.5,8.131,20,300,0.0095641,0.50613,-0.070552,0.51517,0.058846,0.060665,0.14194,0.040832,1.0131e+05,-16.5,1.225
201.18,8.131,20,300,0,0,0,0,0.0015521,0.075243,0.084373,0.001077,1.0131e+05,-16.514,1.225
139.14,-48.707,20,300,0.29503,-0.35719,-4.2561,4.3057,0.20454,0.82032,1.1684,0.14193,1.0131e+05,-15.92,1.225
139.51,-48.707,20,300,0.18433,-0.559,-5.4807,5.5387,0.11222,0.84157,0.8265,0.077865,1.0131e+05,-15.817,1.225
139.82,-48.707,20,300,0,0,0,0,0.0035713,0.86273,0.54862,0.0024781,1.0131e+05,-15.759,1.225
133.41,7.9689,20,300,-0.24247,1.0429,1.4253,1.7921,0.1058,0.042412,0.18965,0.073409,1.013e+05,-26.446,1.225
133.05,7.9689,20,300,-0.21626,0.96153,1.6455,1.9498,0.056696,0.077403,0.15382,0.03934,1.013e+05,-26.43,1.225
132.74,7.9689,20,300,0,0,0,0,0.0016801,0.10599,0.10794,0.0011658,1.013e+05,-26.428,1.225
145.38,-52.062,20,300,1.8429,-0.063624,2.5345,3.3767,0.23348,0.98689,1.3526,0.16201,1.0129e+05,-36.724,1.225
145.38,-51.589,20,300,1.0911,0.018526,3.2504,3.5121,0.12569,0.81024,0.87734,0.087212,1.0129e+05,-36.399,1.225
145.38,-51.194,20,300,0,0,0,0,0.0042784,0.69722,0.56183,0.0029687,1.0129e+05,-36.281,1.225
187.51,11.739,20,300,-0.0059347,-0.26917,1.163,1.3027,0.2054,0.050982,0.29075,0.14252,1.0131e+05,-12.3,1.225
187.51,11.222,20,300,-0.16932,-0.18179,1.0622,1.2167,0.096972,0.077495,0.20903,0.067286,1.0131e+05,-12.242,1.225
187.51,10.791,20,300,0,0,0,0,0.0025149,0.1021,0.14878,0.001745,1.0131e+05,-12.207,1.225
25,-6.0822,20,300,7.9989,-0.17954,1.969,8.2515,0.11594,0.75274,0.82637,0.080446,1.0133e+05,4.3412,1.225
25,-6.8477,20,300,4.9328,-0.20599,2.4775,5.6831,0.10718,0.84273,0.85868,0.074373,1.0133e+05,4.0832,1.225
25,-7.4856,20,300,0,0,0,0,0.0060639,0.43295,0.47456,0.0042076,1.0133e+05,4.0628,1.225
57.84,-21.669,20,300,1.3376,1.7761,1.0372,3.2531,0.11159,0.31725,0.5382,0.077431,1.0138e+05,54.506,1.225
58.389,-21.669,20,300,0.83239,1.939,0.98985,3.082,0.078,0.35261,0.45633,0.054123,1.0138e+05,55.538,1.225
58.846,-21.669,20,300,0,0,0,0,0.0040572,0.3799,0.36438,0.0028152,1.0138e+05,55.915,1.225
169.33,22.394,20,300,0.27367,-0.63339,4.669,4.7272,0.2069,0.197,0.56728,0.14356,1.013e+05,-22.303,1.225
169.62,22.78,20,300,0.51605,-0.61038,4.704,4.7753,0.084621,0.27071,0.39094,0.058717,1.013e+05,-22.286,1.225
169.87,23.102,20,300,0,0,0,0,0.0034899,0.34382,0.31604,0.0024216,1.013e+05,-22.324,1.225
170.21,21.765,20,300,-0.0015557,-0.35359,4.3006,4.3256,0.20934,0.2258,0.61738,0.14525,1.013e+05,-22.32,1.225
170.47,22.17,20,300,0.33335,-0.389,4.4598,4.4929,0.091153,0.28768,0.41736,0.063249,1.013e+05,-22.269,1.225
